Route ID,Origin,Destination,Summary,Via
Patan-Bharuch-Route-3-NE 1 and NE 4,Patan,Bharuch,NE 1 and NE 4,"Head southwest → At Hiramoti Prime, continue onto Telephone Exchange Rd<div style=""font-size:0.9em"">Pass by Prakashbhai Mafatalal Kapadiya (on the left)</div> → At Subhash Chowk, continue straight onto Subhash Chowk Rd<div style=""font-size:0.9em"">Pass by Gujarat Dynama (on the left)</div> → Turn left at Royalpalace Society<div style=""font-size:0.9em"">Pass by Divyam Enterprise (on the left)</div> → Turn right at Shree Umiya Pauw Bhaji onto Jalaram Temple Rd<div style=""font-size:0.9em"">Pass by Brahmani Gol Gappa (on the right)</div>"
Morbi-Ahmedabad-Route-1-GJ SH 7,Morbi,Ahmedabad,GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Ahmedabad-Route-2-NH 47,Morbi,Ahmedabad,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Continue straight to stay on NH 47<div style=""font-size:0.9em"">Pass by SPOT ON 17252 Hotel Everest (on the left in 1 km)</div>"
Morbi-Surat-Route-1-NH 47,Morbi,Surat,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the exit toward Bagodara - Vataman Rd<div style=""font-size:0.9em"">Pass by શિવસ વેલ્ડીંગ (on the left)</div>"
Morbi-Surat-Route-2-NE 4,Morbi,Surat,NE 4,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Vadodara-Route-1-NH 47,Morbi,Vadodara,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the exit toward Bagodara - Vataman Rd<div style=""font-size:0.9em"">Pass by શિવસ વેલ્ડીંગ (on the left)</div>"
Morbi-Vadodara-Route-2-NH 47 and NH64,Morbi,Vadodara,NH 47 and NH64,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Slight left<div style=""font-size:0.9em"">Pass by બાપાસીતારામ મોબાઈલ શોપ (on the left)</div>"
Morbi-Vadodara-Route-3-GJ SH 7 and NE 1,Morbi,Vadodara,GJ SH 7 and NE 1,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Vapi-Route-1-NH 48,Morbi,Vapi,NH 48,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the exit toward Bagodara - Vataman Rd<div style=""font-size:0.9em"">Pass by શિવસ વેલ્ડીંગ (on the left)</div>"
Morbi-Vapi-Route-2-NE 4 and NH 48,Morbi,Vapi,NE 4 and NH 48,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Rajkot-Route-1-GJ SH 22 and Rajkot ,Morbi,Rajkot,GJ SH 22 and Rajkot - Morbi Hwy,"Turn right at Sailaani Pir Darhaah onto Guest House Rd<div style=""font-size:0.9em"">Pass by Kachchhi Mention (on the right)</div> → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Turn left at GAJANAND STATIONERY AND GENERAL STORES toward GJ SH 22/<wbr/>GJ SH 321 → Exit the roundabout onto Nasta Gali Rd → Turn right at the 1st cross street onto GJ SH 22/<wbr/>GJ SH 321<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Power club Gym - 2 (on the right)</div>"
Morbi-Bhavnagar-Route-1-NH 47,Morbi,Bhavnagar,NH 47,"Slight left at Khetla Aapa Tea Stall<div style=""font-size:0.9em"">Pass by Darshan Puc Center limbdi 363421 (on the right in 550m)</div> → Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div>"
Morbi-Bhavnagar-Route-2-Bhavnagar - Rajkot R,Morbi,Bhavnagar,Bhavnagar - Rajkot Rd,"Turn right at Sailaani Pir Darhaah onto Guest House Rd<div style=""font-size:0.9em"">Pass by Kachchhi Mention (on the right)</div> → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Turn left at GAJANAND STATIONERY AND GENERAL STORES toward GJ SH 22/<wbr/>GJ SH 321 → Exit the roundabout onto Nasta Gali Rd → Turn right at the 1st cross street onto GJ SH 22/<wbr/>GJ SH 321<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Power club Gym - 2 (on the right)</div>"
Morbi-Bhavnagar-Route-3-GJ SH 31,Morbi,Bhavnagar,GJ SH 31,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Make a U-turn at S.B.I Grahak Seva Kendra<div style=""font-size:0.9em"">Pass by Chotila Bus Stand (on the right)</div>"
Morbi-Gandhinagar-Route-1-GJ SH 7,Morbi,Gandhinagar,GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Gandhinagar-Route-2-Morbi - Halvad Rd an,Morbi,Gandhinagar,Morbi - Halvad Rd and GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Gandhinagar-Route-3-NH 47,Morbi,Gandhinagar,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Continue straight to stay on NH 47<div style=""font-size:0.9em"">Pass by SPOT ON 17252 Hotel Everest (on the left in 1 km)</div>"
Morbi-Junagadh-Route-1-NH 27,Morbi,Junagadh,NH 27,"Turn right at Sailaani Pir Darhaah onto Guest House Rd<div style=""font-size:0.9em"">Pass by Kachchhi Mention (on the right)</div> → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Turn left at GAJANAND STATIONERY AND GENERAL STORES toward GJ SH 22/<wbr/>GJ SH 321 → Exit the roundabout onto Nasta Gali Rd → Turn right at the 1st cross street onto GJ SH 22/<wbr/>GJ SH 321<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Power club Gym - 2 (on the right)</div>"
Morbi-Junagadh-Route-2-NH 27 and NH151,Morbi,Junagadh,NH 27 and NH151,"Turn left onto Essen Road → Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the ramp on the right onto NH 27<div style=""font-size:0.9em"">Pass by Sr tyre shop (on the right in 3 km)</div>"
Morbi-Junagadh-Route-3-Rajkot - Morbi Hwy,Morbi,Junagadh,Rajkot - Morbi Hwy,"Turn right at Sailaani Pir Darhaah onto Guest House Rd<div style=""font-size:0.9em"">Pass by Kachchhi Mention (on the right)</div> → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Turn left at GAJANAND STATIONERY AND GENERAL STORES toward GJ SH 22/<wbr/>GJ SH 321 → Exit the roundabout onto Nasta Gali Rd → Turn right at the 1st cross street onto GJ SH 22/<wbr/>GJ SH 321<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by Power club Gym - 2 (on the right)</div>"
Morbi-Kutch-Route-1-NH 27 and Bhuj - Bha,Morbi,Kutch,NH 27 and Bhuj - Bhachau Hwy,"Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by umiya hotel (on the left)</div> → Exit the roundabout onto Circuit House Rd/<wbr/>Morbi - Ghuntu Rd<div style=""font-size:0.9em"">Pass by Rupali ladies tailor &amp; astar wholesaler &amp; selection (on the left)</div> → Turn left at Abhijit Services<div style=""font-size:0.9em"">Pass by New Siddhivinayak Roadways (on the left)</div> → Take the ramp to GJ SH 6"
Morbi-Kutch-Route-2-NH 27 and NH341,Morbi,Kutch,NH 27 and NH341,"Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by umiya hotel (on the left)</div> → Exit the roundabout onto Circuit House Rd/<wbr/>Morbi - Ghuntu Rd<div style=""font-size:0.9em"">Pass by Rupali ladies tailor &amp; astar wholesaler &amp; selection (on the left)</div> → Turn left at Abhijit Services<div style=""font-size:0.9em"">Pass by New Siddhivinayak Roadways (on the left)</div> → Take the ramp to GJ SH 6"
Morbi-Kutch-Route-3-NH 27 and NH 754K,Morbi,Kutch,NH 27 and NH 754K,"Take the exit → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by umiya hotel (on the left)</div> → Exit the roundabout onto Circuit House Rd/<wbr/>Morbi - Ghuntu Rd<div style=""font-size:0.9em"">Pass by Rupali ladies tailor &amp; astar wholesaler &amp; selection (on the left)</div> → Turn left at Abhijit Services<div style=""font-size:0.9em"">Pass by New Siddhivinayak Roadways (on the left)</div>"
Morbi-Navsari-Route-1-NH 47,Morbi,Navsari,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the exit toward Bagodara - Vataman Rd<div style=""font-size:0.9em"">Pass by શિવસ વેલ્ડીંગ (on the left)</div>"
Morbi-Navsari-Route-2-NE 4,Morbi,Navsari,NE 4,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Nadiad-Route-1-NH 47,Morbi,Nadiad,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Slight left<div style=""font-size:0.9em"">Pass by બાપાસીતારામ મોબાઈલ શોપ (on the left)</div>"
Morbi-Nadiad-Route-2-GJ SH 7,Morbi,Nadiad,GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Patan-Route-1-GJ SH 7,Morbi,Patan,GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Patan-Route-2-Morbi - Halvad Rd an,Morbi,Patan,Morbi - Halvad Rd and GJ SH 7,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
Morbi-Patan-Route-3-NH 27,Morbi,Patan,NH 27,"Take the exit → Head southwest on Genda Cir toward Maharaja Lakhadhirsinghji Hospital Rd<div style=""font-size:0.9em"">Pass by Amul dairy Farm Morbi (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by umiya hotel (on the left)</div> → Exit the roundabout onto Circuit House Rd/<wbr/>Morbi - Ghuntu Rd<div style=""font-size:0.9em"">Pass by Rupali ladies tailor &amp; astar wholesaler &amp; selection (on the left)</div> → Turn left at Abhijit Services<div style=""font-size:0.9em"">Pass by New Siddhivinayak Roadways (on the left)</div>"
Morbi-Bharuch-Route-1-NH 47,Morbi,Bharuch,NH 47,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Take the exit toward Bagodara - Vataman Rd<div style=""font-size:0.9em"">Pass by શિવસ વેલ્ડીંગ (on the left)</div>"
Morbi-Bharuch-Route-2-NH 47 and NE 4,Morbi,Bharuch,NH 47 and NE 4,"Turn right at Maa chamudaa pan<div style=""font-size:0.9em"">Pass by Shree Ram Transport (on the left)</div> → Merge onto NH 47<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by the gas station (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Merge onto NH 27<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Business Raj rajawat (on the left)</div> → Slight left<div style=""font-size:0.9em"">Pass by બાપાસીતારામ મોબાઈલ શોપ (on the left)</div>"
Morbi-Bharuch-Route-3-NE 4,Morbi,Bharuch,NE 4,"Turn right at Darma Dada onto Ghuntu Rd/<wbr/>Morbi - Ghuntu Rd/<wbr/>Morbi - Halvad Rd<div style=""font-size:0.9em"">Continue to follow Morbi - Halvad Rd</div><div style=""font-size:0.9em"">Pass by SUNSTAR SANITARY &amp; TILES (on the left)</div> → Head east on Maharaja Lakhadhirsinghji Hospital Rd toward Street No. 1<div style=""font-size:0.9em"">Pass by GuruKrupa Hospital (on the left)</div> → Continue onto Dhrangadhra Bypass Rd<div style=""font-size:0.9em"">Pass by Valinatha Hotel (on the left)</div> → Turn right at મોરબી ચોકડી/<wbr/>ચાર રસ્તા onto Halvad - Maliya Hwy/<wbr/>GJ SH 7<div style=""font-size:0.9em"">Continue to follow GJ SH 7</div><div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by Madhav tea stall (on the left)</div> → At Maa chamudaa pan, continue onto Old Ghuntu Rd<div style=""font-size:0.9em"">Pass by न्यु करनी कृपा मोबईल (on the right)</div>"
